Clé (Texte)            | Score Fréquence | Score Dictionnaire
oHY                  | 0.02196           | 0                  
jLG                  | 0.02195           | 0                  
jlG                  | 0.02195           | 0                  
COD                  | 0.02195           | 0                  
cOD                  | 0.02195           | 0                  
cOd                  | 0.02195           | 0                  
coD                  | 0.02195           | 0                  
nZE                  | 0.02194           | 0                  
nZe                  | 0.02194           | 0                  
uLN                  | 0.02194           | 0                  
ulN                  | 0.02194           | 0                  
x5E                  | 0.02194           | 0                  
x5e                  | 0.02194           | 0                  
fLN                  | 0.02194           | 0                  
flN                  | 0.02194           | 0                  
BZA                  | 0.02193           | 0                  
bZA                  | 0.02193           | 0                  
eLH                  | 0.02193           | 0                  
elH                  | 0.02193           | 0                  
pLL                  | 0.02193           | 0                  
plL                  | 0.02193           | 0                  
pLM                  | 0.02193           | 0                  
plM                  | 0.02193           | 0                  
gLF                  | 0.02192           | 0                  
gLf                  | 0.02192           | 0                  
glF                  | 0.02192           | 0                  
glf                  | 0.02192           | 0                  
BFA                  | 0.02192           | 0                  
bFA                  | 0.02192           | 0                  
lVE                  | 0.02192           | 0                  
lVe                  | 0.02192           | 0                  
CKD                  | 0.02192           | 0                  
cKD                  | 0.02192           | 0                  
cKd                  | 0.02192           | 0                  
yFE                  | 0.02192           | 0                  
C6J                  | 0.02191           | 0                  
c6J                  | 0.02191           | 0                  
CRC                  | 0.02191           | 0                  
cRC                  | 0.02191           | 0                  
yLZ                  | 0.02190           | 0                  
ylZ                  | 0.02190           | 0                  
eHD                  | 0.02190           | 0                  
eHd                  | 0.02190           | 0                  
k4E                  | 0.02190           | 0                  
k4e                  | 0.02190           | 0                  
gVD                  | 0.02189           | 0                  
gVd                  | 0.02189           | 0                  
sLM                  | 0.02189           | 0                  
slM                  | 0.02189           | 0                  
wLI                  | 0.02189           | 0                  
wlI                  | 0.02189           | 0                  
e9E                  | 0.02189           | 0                  
e9e                  | 0.02189           | 0                  
e8E                  | 0.02189           | 0                  
e8e                  | 0.02189           | 0                  
xMA                  | 0.02189           | 0                  
xmA                  | 0.02189           | 0                  
eZE                  | 0.02188           | 0                  
eZe                  | 0.02188           | 0                  
hEE                  | 0.02187           | 0                  
hEe                  | 0.02187           | 0                  
pLA                  | 0.02187           | 0                  
plA                  | 0.02187           | 0                  
tPE                  | 0.02187           | 0                  
tPe                  | 0.02187           | 0                  
CQB                  | 0.02187           | 0                  
cQB                  | 0.02187           | 0                  
CPT                  | 0.02186           | 0                  
cPT                  | 0.02186           | 0                  
COA                  | 0.02184           | 0                  
CoA                  | 0.02184           | 0                  
cOA                  | 0.02184           | 0                  
coA                  | 0.02184           | 0                  
nLS                  | 0.02184           | 0                  
nlS                  | 0.02184           | 0                  
tLY                  | 0.02184           | 0                  
tlY                  | 0.02184           | 0                  
qLR                  | 0.02183           | 0                  
qlR                  | 0.02183           | 0                  
eLS                  | 0.02183           | 0                  
elS                  | 0.02183           | 0                  
xEE                  | 0.02183           | 0                  
xEe                  | 0.02183           | 0                  
C9J                  | 0.02182           | 0                  
C8J                  | 0.02182           | 0                  
c9J                  | 0.02182           | 0                  
c8J                  | 0.02182           | 0                  
CKP                  | 0.02181           | 0                  
cKP                  | 0.02181           | 0                  
CGG                  | 0.02181           | 0                  
cGG                  | 0.02181           | 0                  
g4D                  | 0.02181           | 0                  
g4d                  | 0.02181           | 0                  
hZE                  | 0.02181           | 0                  
hZe                  | 0.02181           | 0                  
n5A                  | 0.02180           | 0                  
ePE                  | 0.02180           | 0                  
ePe                  | 0.02180           | 0                  
uAE                  | 0.02180           | 0                  
uAe                  | 0.02180           | 0                  
C5C                  | 0.02179           | 0                  
c5C                  | 0.02179           | 0                  
uLH                  | 0.02179           | 0                  
ulH                  | 0.02179           | 0                  
hLC                  | 0.02179           | 0                  
hlC                  | 0.02179           | 0                  
CYM                  | 0.02179           | 0                  
cYM                  | 0.02179           | 0                  
CJI                  | 0.02179           | 0                  
cJI                  | 0.02179           | 0                  
yLJ                  | 0.02178           | 0                  
ylJ                  | 0.02178           | 0                  
tNE                  | 0.02177           | 0                  
tNe                  | 0.02177           | 0                  
t6E                  | 0.02177           | 0                  
t6e                  | 0.02177           | 0                  
hLB                  | 0.02177           | 0                  
hlB                  | 0.02177           | 0                  
CYB                  | 0.02176           | 0                  
cYB                  | 0.02176           | 0                  
jWE                  | 0.02176           | 0                  
jWe                  | 0.02176           | 0                  
ySE                  | 0.02176           | 0                  
ySe                  | 0.02176           | 0                  
CYH                  | 0.02175           | 0                  
cYH                  | 0.02175           | 0                  
hLS                  | 0.02175           | 0                  
hlS                  | 0.02175           | 0                  
dLN                  | 0.02175           | 0                  
dlN                  | 0.02175           | 0                  
CL6                  | 0.02174           | 0                  
Cl6                  | 0.02174           | 0                  
cL6                  | 0.02174           | 0                  
cl6                  | 0.02174           | 0                  
CNN                  | 0.02173           | 0                  
cNN                  | 0.02173           | 0                  
gMH                  | 0.02173           | 0                  
gmH                  | 0.02173           | 0                  
CGV                  | 0.02173           | 0                  
cGV                  | 0.02173           | 0                  
oCE                  | 0.02172           | 0                  
oCe                  | 0.02172           | 0                  
CIT                  | 0.02171           | 0                  
cIT                  | 0.02171           | 0                  
CWM                  | 0.02171           | 0                  
cWM                  | 0.02171           | 0                  
iVE                  | 0.02170           | 0                  
iVe                  | 0.02170           | 0                  
qEE                  | 0.02170           | 0                  
qEe                  | 0.02170           | 0                  
pLY                  | 0.02169           | 0                  
plY                  | 0.02169           | 0                  
yLS                  | 0.02169           | 0                  
ylS                  | 0.02169           | 0                  
u6E                  | 0.02168           | 0                  
u6e                  | 0.02168           | 0                  
yLO                  | 0.02168           | 0                  
ylO                  | 0.02168           | 0                  
vL4                  | 0.02168           | 0                  
vL3                  | 0.02168           | 0                  
vL2                  | 0.02168           | 0                  
vL1                  | 0.02168           | 0                  
vL0                  | 0.02168           | 0                  
vl4                  | 0.02168           | 0                  
vl3                  | 0.02168           | 0                  
vl2                  | 0.02168           | 0                  
vl1                  | 0.02168           | 0                  
vl0                  | 0.02168           | 0                  
dPE                  | 0.02168           | 0                  
dPe                  | 0.02168           | 0                  
CDP                  | 0.02166           | 0                  
cDP                  | 0.02166           | 0                  
gHD                  | 0.02166           | 0                  
gHd                  | 0.02166           | 0                  
dLY                  | 0.02166           | 0                  
dlY                  | 0.02166           | 0                  
lPE                  | 0.02165           | 0                  
lPe                  | 0.02165           | 0                  
gDD                  | 0.02164           | 0                  
gDd                  | 0.02164           | 0                  
qQE                  | 0.02164           | 0                  
qQe                  | 0.02164           | 0                  
hLX                  | 0.02164           | 0                  
hlX                  | 0.02164           | 0                  
CSB                  | 0.02164           | 0                  
cSB                  | 0.02164           | 0                  
fQE                  | 0.02164           | 0                  
fQe                  | 0.02164           | 0                  
tOE                  | 0.02163           | 0                  
tOe                  | 0.02163           | 0                  
toE                  | 0.02163           | 0                  
toe                  | 0.02163           | 0                  
rNE                  | 0.02163           | 0                  
rNe                  | 0.02163           | 0                  
CM7                  | 0.02163           | 0                  
Cm7                  | 0.02163           | 0                  
cM7                  | 0.02163           | 0                  
cm7                  | 0.02163           | 0                  
aLL                  | 0.02163           | 0                  
alL                  | 0.02163           | 0                  
pPE                  | 0.02163           | 0                  
pPe                  | 0.02163           | 0                  
CBD                  | 0.02163           | 0                  
CBd                  | 0.02163           | 0                  
cBD                  | 0.02163           | 0                  
cBd                  | 0.02163           | 0                  
t5A                  | 0.02163           | 0                  
nVE                  | 0.02162           | 0                  
nVe                  | 0.02162           | 0                  
yIE                  | 0.02161           | 0                  
yIe                  | 0.02161           | 0                  
CZD                  | 0.02161           | 0                  
CZd                  | 0.02161           | 0                  
cZD                  | 0.02161           | 0                  
cZd                  | 0.02161           | 0                  
C9Z                  | 0.02161           | 0                  
C8Z                  | 0.02161           | 0                  
c9Z                  | 0.02161           | 0                  
c8Z                  | 0.02161           | 0                  
C5O                  | 0.02161           | 0                  
c5O                  | 0.02161           | 0                  
CM9                  | 0.02160           | 0                  
Cm9                  | 0.02160           | 0                  
cM9                  | 0.02160           | 0                  
cm9                  | 0.02160           | 0                  
gYE                  | 0.02160           | 0                  
gYe                  | 0.02160           | 0                  
vKE                  | 0.02160           | 0                  
vKe                  | 0.02160           | 0                  
vMA                  | 0.02160           | 0                  
vmA                  | 0.02160           | 0                  
eSE                  | 0.02160           | 0                  
eSe                  | 0.02160           | 0                  
BHL                  | 0.02159           | 0                  
bHL                  | 0.02159           | 0                  
CCX                  | 0.02159           | 0                  
cCX                  | 0.02159           | 0                  
BLF                  | 0.02158           | 0                  
BLf                  | 0.02158           | 0                  
bLF                  | 0.02158           | 0                  
bLf                  | 0.02158           | 0                  
blF                  | 0.02158           | 0                  
eLY                  | 0.02158           | 0                  
elY                  | 0.02158           | 0                  
gMC                  | 0.02158           | 0                  
gmC                  | 0.02158           | 0                  
xLM                  | 0.02158           | 0                  
xlM                  | 0.02158           | 0                  
eLN                  | 0.02158           | 0                  
elN                  | 0.02158           | 0                  
B6A                  | 0.02157           | 0                  
b6A                  | 0.02157           | 0                  
uVE                  | 0.02157           | 0                  
uVe                  | 0.02157           | 0                  
lZE                  | 0.02156           | 0                  
lZe                  | 0.02156           | 0                  
qLX                  | 0.02156           | 0                  
qlX                  | 0.02156           | 0                  
gMO                  | 0.02156           | 0                  
gmO                  | 0.02156           | 0                  
oGE                  | 0.02155           | 0                  
oGe                  | 0.02155           | 0                  
wLA                  | 0.02155           | 0                  
wlA                  | 0.02155           | 0                  
iRE                  | 0.02155           | 0                  
iRe                  | 0.02155           | 0                  
qL4                  | 0.02155           | 0                  
qL3                  | 0.02155           | 0                  
qL2                  | 0.02155           | 0                  
qL1                  | 0.02155           | 0                  
qL0                  | 0.02155           | 0                  
ql4                  | 0.02155           | 0                  
ql3                  | 0.02155           | 0                  
ql2                  | 0.02155           | 0                  
ql1                  | 0.02155           | 0                  
ql0                  | 0.02155           | 0                  
fHE                  | 0.02155           | 0                  
fHe                  | 0.02155           | 0                  
CYN                  | 0.02154           | 0                  
cYN                  | 0.02154           | 0                  
fLX                  | 0.02154           | 0                  
flX                  | 0.02154           | 0                  
CWD                  | 0.02152           | 0                  
cWD                  | 0.02152           | 0                  
cWd                  | 0.02152           | 0                  
C0I                  | 0.02152           | 0                  
c0I                  | 0.02152           | 0                  
gPI                  | 0.02152           | 0                  
hIE                  | 0.02151           | 0                  
hIe                  | 0.02151           | 0                  
gNE                  | 0.02151           | 0                  
gNe                  | 0.02151           | 0                  
CCR                  | 0.02151           | 0                  
cCR                  | 0.02151           | 0                  
qHE                  | 0.02150           | 0                  
qHe                  | 0.02150           | 0                  
CS4                  | 0.02150           | 0                  
CS3                  | 0.02150           | 0                  
CS2                  | 0.02150           | 0                  
CS1                  | 0.02150           | 0                  
CS0                  | 0.02150           | 0                  
cS4                  | 0.02150           | 0                  
cS3                  | 0.02150           | 0                  
cS2                  | 0.02150           | 0                  
cS1                  | 0.02150           | 0                  
cS0                  | 0.02150           | 0                  
CHW                  | 0.02149           | 0                  
cHW                  | 0.02149           | 0                  
CGT                  | 0.02149           | 0                  
cGT                  | 0.02149           | 0                  
C0M                  | 0.02149           | 0                  
c0M                  | 0.02149           | 0                  
rCE                  | 0.02148           | 0                  
rCe                  | 0.02148           | 0                  
nYE                  | 0.02148           | 0                  
nYe                  | 0.02148           | 0                  
yGE                  | 0.02147           | 0                  
yGe                  | 0.02147           | 0                  
CIX                  | 0.02147           | 0                  
cIX                  | 0.02147           | 0                  
BLS                  | 0.02147           | 0                  
BlS                  | 0.02147           | 0                  
bLS                  | 0.02147           | 0                  
blS                  | 0.02147           | 0                  
CRN                  | 0.02147           | 0                  
cRN                  | 0.02147           | 0                  
tLF                  | 0.02146           | 0                  
tLf                  | 0.02146           | 0                  
tlF                  | 0.02146           | 0                  
tlf                  | 0.02146           | 0                  
CDL                  | 0.02146           | 0                  
cDL                  | 0.02146           | 0                  
l6E                  | 0.02146           | 0                  
l6e                  | 0.02146           | 0                  
xLD                  | 0.02146           | 0                  
xLd                  | 0.02146           | 0                  
xlD                  | 0.02146           | 0                  
oPA                  | 0.02145           | 0                  
pLB                  | 0.02145           | 0                  
plB                  | 0.02145           | 0                  
gIE                  | 0.02144           | 0                  
gIe                  | 0.02144           | 0                  
eLZ                  | 0.02143           | 0                  
elZ                  | 0.02143           | 0                  
qDE                  | 0.02143           | 0                  
qDe                  | 0.02143           | 0                  
CK4                  | 0.02143           | 0                  
CK3                  | 0.02143           | 0                  
CK2                  | 0.02143           | 0                  
CK1                  | 0.02143           | 0                  
CK0                  | 0.02143           | 0                  
cK4                  | 0.02143           | 0                  
cK3                  | 0.02143           | 0                  
cK2                  | 0.02143           | 0                  
cK1                  | 0.02143           | 0                  
cK0                  | 0.02143           | 0                  
yLH                  | 0.02143           | 0                  
ylH                  | 0.02143           | 0                  
oLC                  | 0.02140           | 0                  
olC                  | 0.02140           | 0                  
dMA                  | 0.02140           | 0                  
dmA                  | 0.02140           | 0                  
rAE                  | 0.02139           | 0                  
CIY                  | 0.02139           | 0                  
cIY                  | 0.02139           | 0                  
pGE                  | 0.02139           | 0                  
pGe                  | 0.02139           | 0                  
CGP                  | 0.02139           | 0                  
cGP                  | 0.02139           | 0                  
aGE                  | 0.02139           | 0                  
aGe                  | 0.02139           | 0                  
CVN                  | 0.02139           | 0                  
cVN                  | 0.02139           | 0                  
fPE                  | 0.02138           | 0                  
fPe                  | 0.02138           | 0                  
BHN                  | 0.02138           | 0                  
bHN                  | 0.02138           | 0                  
CGW                  | 0.02138           | 0                  
cGW                  | 0.02138           | 0                  
CQJ                  | 0.02138           | 0                  
cQJ                  | 0.02138           | 0                  
CVT                  | 0.02137           | 0                  
cVT                  | 0.02137           | 0                  
rSE                  | 0.02137           | 0                  
rSe                  | 0.02137           | 0                  
jLW                  | 0.02137           | 0                  
jlW                  | 0.02137           | 0                  
yHD                  | 0.02137           | 0                  
yHd                  | 0.02137           | 0                  
vGE                  | 0.02137           | 0                  
vGe                  | 0.02137           | 0                  
l9E                  | 0.02137           | 0                  
l9e                  | 0.02137           | 0                  
l8E                  | 0.02137           | 0                  
l8e                  | 0.02137           | 0                  
fLY                  | 0.02135           | 0                  
flY                  | 0.02135           | 0                  
aLM                  | 0.02134           | 0                  
alM                  | 0.02134           | 0                  
oQE                  | 0.02134           | 0                  
oQe                  | 0.02134           | 0                  
BOE                  | 0.02134           | 0                  
BOe                  | 0.02134           | 0                  
BoE                  | 0.02134           | 0                  
Boe                  | 0.02134           | 0                  
bOE                  | 0.02134           | 0                  
bOe                  | 0.02134           | 0                  
boE                  | 0.02134           | 0                  
boe                  | 0.02134           | 0                  
zLA                  | 0.02133           | 0                  
zlA                  | 0.02133           | 0                  
CRR                  | 0.02131           | 0                  
cRR                  | 0.02131           | 0                  
CMF                  | 0.02131           | 0                  
CMf                  | 0.02131           | 0                  
CmF                  | 0.02131           | 0                  
Cmf                  | 0.02131           | 0                  
cMF                  | 0.02131           | 0                  
cMf                  | 0.02131           | 0                  
cmF                  | 0.02131           | 0                  
cmf                  | 0.02131           | 0                  
B4A                  | 0.02131           | 0                  
b4A                  | 0.02131           | 0                  
dLV                  | 0.02131           | 0                  
dlV                  | 0.02131           | 0                  
oAE                  | 0.02131           | 0                  
oAe                  | 0.02131           | 0                  
rLZ                  | 0.02131           | 0                  
rlZ                  | 0.02131           | 0                  
oMP                  | 0.02130           | 0                  
omP                  | 0.02130           | 0                  
BKE                  | 0.02129           | 0                  
BKe                  | 0.02129           | 0                  
bKE                  | 0.02129           | 0                  
bKe                  | 0.02129           | 0                  
vHE                  | 0.02129           | 0                  
vHe                  | 0.02129           | 0                  
CMS                  | 0.02129           | 0                  
CmS                  | 0.02129           | 0                  
cMS                  | 0.02129           | 0                  
cmS                  | 0.02129           | 0                  
yZE                  | 0.02129           | 0                  
yZe                  | 0.02129           | 0                  
BGA                  | 0.02129           | 0                  
bGA                  | 0.02129           | 0                  
qLL                  | 0.02128           | 0                  
qlL                  | 0.02128           | 0                  
hNE                  | 0.02127           | 0                  
hNe                  | 0.02127           | 0                  
BLK                  | 0.02127           | 0                  
BlK                  | 0.02127           | 0                  
bLK                  | 0.02127           | 0                  
blK                  | 0.02127           | 0                  
kRE                  | 0.02127           | 0                  
kRe                  | 0.02127           | 0                  
CL8                  | 0.02126           | 0                  
Cl8                  | 0.02126           | 0                  
cL8                  | 0.02126           | 0                  
cl8                  | 0.02126           | 0                  
e6E                  | 0.02125           | 0                  
e6e                  | 0.02125           | 0                  
C5P                  | 0.02124           | 0                  
c5P                  | 0.02124           | 0                  
CDW                  | 0.02124           | 0                  
cDW                  | 0.02124           | 0                  
dQE                  | 0.02123           | 0                  
dQe                  | 0.02123           | 0                  
BAA                  | 0.02123           | 0                  
bAA                  | 0.02123           | 0                  
tLN                  | 0.02123           | 0                  
tlN                  | 0.02123           | 0                  
uLJ                  | 0.02122           | 0                  
ulJ                  | 0.02122           | 0                  
BBE                  | 0.02122           | 0                  
BBe                  | 0.02122           | 0                  
bBE                  | 0.02122           | 0                  
bBe                  | 0.02122           | 0                  
tCE                  | 0.02122           | 0                  
tCe                  | 0.02122           | 0                  
BHM                  | 0.02121           | 0                  
bHM                  | 0.02121           | 0                  
lLS                  | 0.02121           | 0                  
llS                  | 0.02121           | 0                  
BLB                  | 0.02120           | 0                  
BlB                  | 0.02120           | 0                  
bLB                  | 0.02120           | 0                  
blB                  | 0.02120           | 0                  
gML                  | 0.02120           | 0                  
gmL                  | 0.02120           | 0                  
lLY                  | 0.02119           | 0                  
llY                  | 0.02119           | 0                  
tLG                  | 0.02118           | 0                  
tlG                  | 0.02118           | 0                  
CSH                  | 0.02118           | 0                  
cSH                  | 0.02118           | 0                  
nLT                  | 0.02118           | 0                  
nlT                  | 0.02118           | 0                  
CQH                  | 0.02117           | 0                  
cQH                  | 0.02117           | 0                  
oDE                  | 0.02117           | 0                  
oDe                  | 0.02117           | 0                  
CKR                  | 0.02117           | 0                  
cKR                  | 0.02117           | 0                  
gLW                  | 0.02117           | 0                  
glW                  | 0.02117           | 0                  
BDA                  | 0.02117           | 0                  
bDA                  | 0.02117           | 0                  
u9E                  | 0.02116           | 0                  
u9e                  | 0.02116           | 0                  
u8E                  | 0.02116           | 0                  
u8e                  | 0.02116           | 0                  
d5E                  | 0.02115           | 0                  
d5e                  | 0.02115           | 0                  
eL4                  | 0.02114           | 0                  
eL3                  | 0.02114           | 0                  
eL2                  | 0.02114           | 0                  
eL1                  | 0.02114           | 0                  
eL0                  | 0.02114           | 0                  
el4                  | 0.02114           | 0                  
el3                  | 0.02114           | 0                  
el2                  | 0.02114           | 0                  
el1                  | 0.02114           | 0                  
el0                  | 0.02114           | 0                  
yAE                  | 0.02114           | 0                  
yAe                  | 0.02114           | 0                  
lQE                  | 0.02113           | 0                  
lQe                  | 0.02113           | 0                  
hHD                  | 0.02113           | 0                  
hHd                  | 0.02113           | 0                  
C5V                  | 0.02113           | 0                  
c5V                  | 0.02113           | 0                  
g5N                  | 0.02111           | 0                  
r9E                  | 0.02111           | 0                  
r9e                  | 0.02111           | 0                  
r8E                  | 0.02111           | 0                  
r8e                  | 0.02111           | 0                  
rPE                  | 0.02111           | 0                  
rPe                  | 0.02111           | 0                  
CIR                  | 0.02111           | 0                  
cIR                  | 0.02111           | 0                  
CEM                  | 0.02110           | 0                  
cEM                  | 0.02110           | 0                  
CKG                  | 0.02109           | 0                  
cKG                  | 0.02109           | 0                  
dLX                  | 0.02109           | 0                  
dlX                  | 0.02109           | 0                  
uLD                  | 0.02109           | 0                  
uLd                  | 0.02109           | 0                  
ulD                  | 0.02109           | 0                  
uld                  | 0.02109           | 0                  
fLT                  | 0.02108           | 0                  
flT                  | 0.02108           | 0                  
CRB                  | 0.02108           | 0                  
cRB                  | 0.02108           | 0                  
rLH                  | 0.02107           | 0                  
rlH                  | 0.02107           | 0                  
uMA                  | 0.02107           | 0                  
umA                  | 0.02107           | 0                  
CAV                  | 0.02107           | 0                  
cAV                  | 0.02107           | 0                  
eRE                  | 0.02106           | 0                  
eRe                  | 0.02106           | 0                  
CHG                  | 0.02106           | 0                  
cHG                  | 0.02106           | 0                  
aLR                  | 0.02106           | 0                  
alR                  | 0.02106           | 0                  
dYE                  | 0.02105           | 0                  
dYe                  | 0.02105           | 0                  
gQD                  | 0.02105           | 0                  
gQd                  | 0.02105           | 0                  
CAP                  | 0.02105           | 0                  
cAP                  | 0.02105           | 0                  
yLN                  | 0.02104           | 0                  
ylN                  | 0.02104           | 0                  
BWE                  | 0.02104           | 0                  
bWE                  | 0.02104           | 0                  
bWe                  | 0.02104           | 0                  
kLL                  | 0.02103           | 0                  
klL                  | 0.02103           | 0                  
CNS                  | 0.02103           | 0                  
cNS                  | 0.02103           | 0                  
CAW                  | 0.02103           | 0                  
cAW                  | 0.02103           | 0                  
C9R                  | 0.02102           | 0                  
C8R                  | 0.02102           | 0                  
c9R                  | 0.02102           | 0                  
c8R                  | 0.02102           | 0                  
CCI                  | 0.02101           | 0                  
cCI                  | 0.02101           | 0                  
CFD                  | 0.02100           | 0                  
CFd                  | 0.02100           | 0                  
cFD                  | 0.02100           | 0                  
cFd                  | 0.02100           | 0                  
hYE                  | 0.02100           | 0                  
hYe                  | 0.02100           | 0                  
CRH                  | 0.02100           | 0                  
cRH                  | 0.02100           | 0                  
vAE                  | 0.02099           | 0                  
vAe                  | 0.02099           | 0                  
CGI                  | 0.02098           | 0                  
cGI                  | 0.02098           | 0                  
kLP                  | 0.02098           | 0                  
klP                  | 0.02098           | 0                  
CN4                  | 0.02098           | 0                  
CN3                  | 0.02098           | 0                  
CN2                  | 0.02098           | 0                  
CN1                  | 0.02098           | 0                  
CN0                  | 0.02098           | 0                  
cN4                  | 0.02098           | 0                  
cN3                  | 0.02098           | 0                  
cN2                  | 0.02098           | 0                  
cN1                  | 0.02098           | 0                  
cN0                  | 0.02098           | 0                  
rIE                  | 0.02097           | 0                  
rIe                  | 0.02097           | 0                  
nQE                  | 0.02097           | 0                  
nQe                  | 0.02097           | 0                  
uL4                  | 0.02096           | 0                  
uL3                  | 0.02096           | 0                  
uL2                  | 0.02096           | 0                  
uL1                  | 0.02096           | 0                  
uL0                  | 0.02096           | 0                  
ul4                  | 0.02096           | 0                  
ul3                  | 0.02096           | 0                  
ul2                  | 0.02096           | 0                  
ul1                  | 0.02096           | 0                  
ul0                  | 0.02096           | 0                  
BEA                  | 0.02096           | 0                  
bEA                  | 0.02096           | 0                  
gMN                  | 0.02096           | 0                  
gmN                  | 0.02096           | 0                  
CNB                  | 0.02096           | 0                  
cNB                  | 0.02096           | 0                  
CAZ                  | 0.02096           | 0                  
cAZ                  | 0.02096           | 0                  
o4E                  | 0.02095           | 0                  
o4e                  | 0.02095           | 0                  
dLZ                  | 0.02095           | 0                  
dlZ                  | 0.02095           | 0                  
yRE                  | 0.02094           | 0                  
yRe                  | 0.02094           | 0                  
hLR                  | 0.02094           | 0                  
hlR                  | 0.02094           | 0                  
vLM                  | 0.02093           | 0                  
vlM                  | 0.02093           | 0                  
CGZ                  | 0.02093           | 0                  
cGZ                  | 0.02093           | 0                  
CMB                  | 0.02092           | 0                  
cMB                  | 0.02092           | 0                  
cmB                  | 0.02092           | 0                  
CKL                  | 0.02092           | 0                  
cKL                  | 0.02092           | 0                  
fLR                  | 0.02092           | 0                  
flR                  | 0.02092           | 0                  
C6L                  | 0.02092           | 0                  
c6L                  | 0.02092           | 0                  
BHA                  | 0.02091           | 0                  
bHA                  | 0.02091           | 0                  
CAX                  | 0.02091           | 0                  
cAX                  | 0.02091           | 0                  
aHE                  | 0.02091           | 0                  
aHe                  | 0.02091           | 0                  
CNA                  | 0.02091           | 0                  
cNA                  | 0.02091           | 0                  
CHP                  | 0.02090           | 0                  
cHP                  | 0.02090           | 0                  
BZE                  | 0.02089           | 0                  
BZe                  | 0.02089           | 0                  
bZE                  | 0.02089           | 0                  
bZe                  | 0.02089           | 0                  
vMI                  | 0.02089           | 0                  
vmI                  | 0.02089           | 0                  
aLT                  | 0.02089           | 0                  
alT                  | 0.02089           | 0                  
BVA                  | 0.02088           | 0                  
bVA                  | 0.02088           | 0                  
y5E                  | 0.02087           | 0                  
y5e                  | 0.02087           | 0                  
rLG                  | 0.02087           | 0                  
rlG                  | 0.02087           | 0                  
CVP                  | 0.02086           | 0                  
cVP                  | 0.02086           | 0                  
oLX                  | 0.02086           | 0                  
olX                  | 0.02086           | 0                  
rLY                  | 0.02085           | 0                  
rlY                  | 0.02085           | 0                  
mLD                  | 0.02085           | 0                  
mLd                  | 0.02085           | 0                  
mlD                  | 0.02085           | 0                  
mld                  | 0.02085           | 0                  
dSE                  | 0.02085           | 0                  
dSe                  | 0.02085           | 0                  
CMK                  | 0.02085           | 0                  
CmK                  | 0.02085           | 0                  
cMK                  | 0.02085           | 0                  
cmK                  | 0.02085           | 0                  
nLV                  | 0.02085           | 0                  
nlV                  | 0.02085           | 0                  
CVR                  | 0.02084           | 0                  
cVR                  | 0.02084           | 0                  
kLW                  | 0.02084           | 0                  
klW                  | 0.02084           | 0                  
BHD                  | 0.02084           | 0                  
BHd                  | 0.02084           | 0                  
bHD                  | 0.02084           | 0                  
bHd                  | 0.02084           | 0                  
tIE                  | 0.02083           | 0                  
tIe                  | 0.02083           | 0                  
vLH                  | 0.02082           | 0                  
vlH                  | 0.02082           | 0                  
iMA                  | 0.02082           | 0                  
imA                  | 0.02082           | 0                  
CYA                  | 0.02082           | 0                  
cYA                  | 0.02082           | 0                  
C9B                  | 0.02081           | 0                  
